country,survey_name,wave,idno,feasibility_score,metadata_has_budget,metadata_has_oop,metadata_has_weight,metadata_has_timing,metadata_has_geography,metadata_has_financial_core,metadata_has_access_core,metadata_has_main_sample_core,raw_file_inspected,raw_variable_verified,harmonization_value_audit_ready,eligible_for_final_sample,eligible_for_access_secondary_sample,status,gap
Uganda,Future of African Remittances: National Surveys 2010,2010,UGA_2010_RHS_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Malawi,Monthly food price estimates by product and market,2007-2026,MWI_2021_RTFP_v02_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Future of African Remittances: National Surveys 2010,2010,ETH_2010_RHS_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Monthly food price estimates by product and market,2007-2026,ETH_2021_RTFP_v02_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,Standardized Expanded Nutrition Survey 2016,2016,NER_2016_SENS_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,"Tillaberi Internally Displaced Persons Enrolment, May-Oct 2020",2020,NER_2020_IDPReg-Tillaberi_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Burkina Faso,Global Financial Inclusion (Global Findex) Database 2011,2011,BFA_2011_FINDEX_v02_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Malawi,Global Financial Inclusion (Global Findex) Database 2011,2011,MWI_2011_FINDEX_v02_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Tanzania,Global Financial Inclusion (Global Findex) Database 2011,2011,TZA_2011_FINDEX_v02_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Uganda,Global Financial Inclusion (Global Findex) Database 2011,2011,UGA_2011_FINDEX_v02_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,"Maradi Internally Displaced Persons Enrolment, Apr-Sep 2020",2020,NER_2020_IDPReg-Maradi_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Mali,Global Financial Inclusion (Global Findex) Database 2011,2011,MLI_2011_FINDEX_v02_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,Global Financial Inclusion (Global Findex) Database 2011,2011,NER_2011_FINDEX_v02_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Nigeria,Global Financial Inclusion (Global Findex) Database 2011,2011,NGA_2011_FINDEX_v02_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,"Tahoua Internally Displaced Persons Enrolment,  Apr-May 2020",2020,NER_2020_IDPReg-Tahoua_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Uganda,"Post-Distribution Monitoring of Non-Food Items, Soap 2020",2020,UGA_2020_PDM-Soap_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Uganda,"WASH KAP Survey, Kyangwali Refugee Settlement 2018",2018,UGA_2018_WASH-KYA_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Tanzania,CGAP Financial Diaries with Smallholder Households 2014-2015,2014-2015,TZA_2014_FDSH_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Burkina Faso,Joint Food Security Monitor,2010-2026,BFA_2010-2025_JMR_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Joint Food Security Monitor,2010-2026,ETH_2010-2025_JMR_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Malawi,Joint Food Security Monitor,2010-2026,MWI_2010-2025_JMR_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Mali,Joint Food Security Monitor,2010-2026,MLI_2010-2025_JMR_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,Joint Food Security Monitor,2010-2026,NER_2010-2025_JMR_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Nigeria,Joint Food Security Monitor,2010-2026,NGA_2010-2025_JMR_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Tanzania,"ALPHA HIV Incidence and Mortality Data 1994-2016, Kisesa",1994-2016,TZA_1994-2016_ALPHA-HIV-IM_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Malawi,"ALPHA HIV Incidence and Mortality Data 2002-2017, Karonga",2002-2017,MWI_2002-2007_ALPHA-HIV-IM_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Food Insecurity Experience Scale 2022,2022,ETH_2022_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Food Insecurity Experience Scale 2014,2014,ETH_2014_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,Food Insecurity Experience Scale 2014,2014,NER_2014_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Food Insecurity Experience Scale 2015,2015,ETH_2015_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,Food Insecurity Experience Scale 2015,2015,NER_2015_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Food Insecurity Experience Scale 2016,2016,ETH_2016_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,Food Insecurity Experience Scale 2016,2016,NER_2016_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Food Insecurity Experience Scale 2017,2017,ETH_2017_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,Food Insecurity Experience Scale 2017,2017,NER_2017_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Food Insecurity Experience Scale 2018,2018,ETH_2018_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,Food Insecurity Experience Scale 2018,2018,NER_2018_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Food Insecurity Experience Scale 2019,2019,ETH_2019_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Food Insecurity Experience Scale 2023,2023,ETH_2023_FIES_v01_M_v01_A_ESS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Burkina Faso,Food Insecurity Experience Scale 2020,2020,BFA_2020_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Food Insecurity Experience Scale 2020,2020,ETH_2020_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Nigeria,Food Insecurity Experience Scale 2020,2020,NGA_2020_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,Food Insecurity Experience Scale 2021,2021,NER_2021_FIES_v01_M_v01_A_OCS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Nigeria,Monthly energy price estimates by product and market,2007-2026,NGA_2023_RTEP_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Burkina Faso,Monthly currency exchange rate estimates by market,2007-2026,BFA_2023_RTFX_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Ethiopia,Monthly currency exchange rate estimates by market,2007-2026,ETH_2023_RTFX_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Malawi,Monthly currency exchange rate estimates by market,2007-2026,MWI_2023_RTFX_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Mali,Monthly currency exchange rate estimates by market,2007-2026,MLI_2023_RTFX_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
Niger,Monthly currency exchange rate estimates by market,2007-2026,NER_2023_RTFX_v01_M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,excluded_or_low_priority_until_raw_evidence,budget_missing_or_metadata_weak;oop_missing_or_metadata_weak;weight_missing_or_metadata_weak;timing_missing_or_metadata_weak;geography_missing_or_metadata_weak;access_core_missing_or_metadata_weak;raw_microdata_not_inspected
