"relative_path","size_bytes","extension","publish_status","github_path","reason"
"temp\source_metadata\census_sipp\legacy\1987\details\wave-4.html","335803",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1987\details\wave-5.html","335816",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1987\details\wave-6.html","335824",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1987\details\wave-7.html","335789",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1987\official_dataset_page_20260716.html","339008",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1988\details\wave-1.html","328692",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1988\details\wave-2.html","335876",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1988\details\wave-3.html","335883",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1988\details\wave-4.html","335862",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1988\details\wave-5.html","335882",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1988\details\wave-6.html","335869",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1988\official_dataset_page_20260716.html","342019",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1989\details\wave-1.html","329104",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1989\details\wave-2.html","331327",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1989\details\wave-3.html","338190",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1989\official_dataset_page_20260716.html","334996",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1990\details\wave-1.html","329560",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1990\details\wave-2.html","337450",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1990\details\wave-3.html","337456",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1990\details\wave-4.html","337432",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1990\details\wave-5.html","347441",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1990\details\wave-6.html","337459",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1990\details\wave-7.html","337437",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1990\details\wave-8.html","342455",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1990\official_dataset_page_20260716.html","359343",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1991\details\wave-1.html","329557",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1991\details\wave-2.html","337439",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1991\details\wave-3.html","337446",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1991\details\wave-4.html","337428",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1991\details\wave-5.html","342464",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1991\details\wave-6.html","337450",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1991\details\wave-7.html","337423",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1991\details\wave-8.html","353424",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1991\official_dataset_page_20260716.html","361716",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1992\details\wave-1.html","337441",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1992\details\wave-2.html","337461",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1992\details\wave-3.html","337461",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1992\details\wave-4.html","337431",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1992\details\wave-5.html","350440",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1992\details\wave-6.html","338977",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1992\details\wave-7.html","337437",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1992\details\wave-8.html","350697",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1992\details\wave-9.html","337449",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1992\official_dataset_page_20260716.html","350605",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1993\details\wave-1.html","339784",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1993\details\wave-2.html","339786",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1993\details\wave-3.html","338336",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1993\details\wave-4.html","338337",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1993\details\wave-5.html","351849",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1993\details\wave-6.html","338328",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1993\details\wave-7.html","338333",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1993\details\wave-8.html","351867",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1993\details\wave-9.html","338335",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1993\official_dataset_page_20260716.html","350576",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-1.html","363916",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-10.html","353144",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-11.html","354319",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-12.html","356690",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-2.html","354231",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-3.html","357709",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-4.html","355323",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-5.html","355703",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-6.html","356660",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-7.html","355352",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-8.html","354254",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\details\wave-9.html","356674",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\1996\official_dataset_page_20260716.html","368211",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2001\details\wave-1.html","361017",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2001\details\wave-2.html","353982",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2001\details\wave-3.html","356139",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2001\details\wave-4.html","359614",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2001\details\wave-5.html","357372",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2001\details\wave-6.html","355377",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2001\details\wave-7.html","350666",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2001\details\wave-8.html","358272",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2001\details\wave-9.html","354267",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2001\official_dataset_page_20260716.html","370441",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-1.html","369609",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-10.html","356004",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-11.html","356003",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-12.html","356014",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-2.html","367368",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-3.html","379072",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-4.html","366099",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-5.html","371931",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-6.html","375917",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-7.html","368430",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-8.html","365050",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\details\wave-9.html","357038",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2004\official_dataset_page_20260716.html","380387",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-1.html","367488",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-10.html","354406",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-11.html","353265",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-12.html","346187",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-13.html","354405",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-14.html","343644",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-15.html","348213",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-16.html","348670",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-2.html","357951",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-3.html","357960",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-4.html","359233",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-5.html","355525",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-6.html","356775",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-7.html","355616",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-8.html","353175",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\details\wave-9.html","353149",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2008\official_dataset_page_20260716.html","392091",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2014\details\ssa.html","344297",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2014\details\wave-1.html","355569",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2014\details\wave-2.html","383046",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2014\details\wave-3.html","384095",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2014\details\wave-4.html","416179",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\legacy\2014\official_dataset_page_20260716.html","336721",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2018\2008-comparable-recodes.html","326797",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2018\2018-bus-prof-data-coll-proc-issue.html","344865",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2018\2018-chg-asset-quest.html","327823",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2018\2018-chg-imputed-earnings.html","337367",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2018\2018-child-care-assist-univ-alloc-rates.html","325902",".html","excluded","","excluded_temp_or_raw_source_area"
"temp\source_metadata\census_sipp\user_notes\2018\2018-child-care-nursery-head-start-arr.html","326465",".html","excluded","","excluded_temp_or_raw_source_area"
